AGENT NAME,LOGIN ID,STAFFED TIME,AUX TIME,TIME IN STARTUP TIME,"TIME IN TRAIN, MEET, PROJECT",TIME IN CALL COACHING,TIME IN SYSTEM ISSUES,TIME IN CASE WORK,TIME IN EXTERNAL SUPPORT,TIME IN UNSCHEDULED BREAK,TIME IN LUNCH,TIME IN BREAK,TIME IN OTHER PRODUCTIVE WORK,TIME IN AUX 10-99,TEAM,MONTH,ACD CALLS,HELD CALLS,AVG. ACD TIME,AVG. CALL RELATED ACW TIME,AVG. TOTAL ACW TIME,AVG. NON-CALL RELATED ACW TIME,AVG. HOLD TIME,AVG. HANDLE TIME,AVAILABLE TIME,UNSCHEDULED AUX TIME,% ACD TIME,% CALL RELATED ACW,% TOTAL ACW,% UN-SCHEDULED AUX,ACD CALLS RELEASED,AVG. ACW TIME,% AGENT OCCUPANCY W/ ACW,% AGENT OCCUPANCY W/O ACW,EXTN IN CALLS,AVG. EXTN IN TIME,EXTN OUT CALLS,AVG. EXTN OUT TIME,ACD TIME,ACW TIME,AGENT RING TIME,OTHER TIME,SHRINKAGE,Performance,RISK
v4,15032,9040.02,2331.77,342.32,610.67,6.87,11.3,0,0,24.67,738.23,597.72,0,0,PI_TEAM_DEASEY,6/1/2019,641,463,4.84,1.74,2.04,0.3,0.81,7.47,2012.92,762.9,0.66,14.28,16.71,9.04,574,1.74,70,51,0,0,239,0.76,3104.77,1307.5,19.2,263.87,25.79385886,90.86,25.66
v5,15047,9541.65,2266.58,302.53,332.87,0,5.12,0,0,127.57,894.42,604.08,0,0,PI_TEAM_DEASEY,6/1/2019,657,513,5.25,2.36,2.46,0.1,1.41,8.8,1648.3,1021.98,0.67,18.01,18.76,11.43,608,2.36,78,56,1,3.58,263,0.84,3446.35,1614.47,20.05,545.9,23.75459171,90.28,29.07
v7,15060,6067.4,1441.2,99.83,195.05,0,114.28,0,0,185.87,558.13,288.03,0,0,PI_TEAM_DEASEY,6/1/2019,335,227,5.65,2.2,2.45,0.24,0.98,8.76,1758.25,744,0.56,13.2,14.67,12.87,279,2.2,63,45,2,3.22,175,1.16,1893.13,819.13,12.02,143.67,23.75317269,92.44,37.68
v8,15108,9004.32,2130.68,247.42,333.13,29.87,0,0,0,23.88,827.25,527.6,141.53,0,PI_TEAM_DEASEY,6/1/2019,646,407,5.12,1.86,2.2,0.34,0.86,7.86,1906.67,851.13,0.69,15.06,17.8,10.21,557,1.86,73,52,0,0,271,0.74,3306.88,1419.12,20.28,220.68,23.66286405,90.91,28.93
v9,15219,8571.48,2164.18,333.47,342.23,29.4,2.98,0,0,138.92,794.1,523.08,0,0,PI_TEAM_DEASEY,6/1/2019,543,377,5.23,2.06,2.41,0.35,1.64,8.78,1818.05,933.02,0.62,14.55,17.05,11.59,434,2.06,72,52,0,0,228,1.23,2839.7,1308.8,16.6,424.15,25.24861517,92.16,29.68
v10,15231,9643.88,2392.02,341.7,311.37,0,30.33,0,8.47,127.25,902.22,670.68,0,0,PI_TEAM_DEASEY,6/1/2019,569,374,4.49,1.59,1.98,0.39,1.54,7.47,3109.77,1029.47,0.49,10.45,12.99,11.47,505,1.59,58,43,6,0.41,228,0.94,2554.73,1124.12,18.47,444.78,24.80350232,84.71,38.68
v11,15253,8918.4,2259.87,104.32,440.42,36.55,41.4,0,0,256.68,829.05,551.45,0,0,PI_TEAM_DEASEY,6/1/2019,369,197,5.44,3.01,3.16,0.15,0.43,8.83,3403.18,1085.73,0.42,14.07,14.77,12.98,319,3.01,49,32,2,3.83,117,0.77,2008.75,1165.6,13.87,67.13,25.33941066,79.56,46.58
v12,15261,7367.75,2486.18,192.42,715.6,0,67.93,0,0,335.58,708.75,465.9,0,0,PI_TEAM_DEASEY,6/1/2019,310,161,5.67,4.76,5.84,1.08,2.19,12.64,1054.5,1044.33,0.47,23.84,29.26,15.13,261,4.76,79,43,0,0,101,1.66,1756.33,1810.07,9.43,251.23,33.74408741,36.13,42.03
v13,15289,9955.43,9955.43,5183.62,4012.15,0,0,0,0,0,706.67,53,0,0,PI_TEAM_DEASEY,6/1/2019,0,0,0,0,0,0,0,0,0,706.67,0,0,0,7.14,0,0,0,0,6,4.44,16,13.11,0,0,0,0,100,0,0
v14,15535,8745.12,1894.42,78.97,312.38,0,0,0,0,104.53,841.32,557.22,0,0,PI_TEAM_DEASEY,6/1/2019,497,223,5.95,3.05,3.2,0.15,0.96,9.58,2044.08,945.85,0.63,19.23,20.17,11.55,430,3.05,70,47,0,0,169,0.55,2958.17,1588.65,83.52,176.28,21.66259582,76.35,39.9
v75,1216,3774.65,2104.43,140.05,1435.82,0,0,0,0,45.48,240.8,242.28,0,0,PI_EL_PASO,6/1/2019,66,44,5.37,2.15,2.31,0.17,1.57,8.73,1095.55,286.28,0.28,6.76,7.29,8.1,26,2.15,35,25,4,1.52,27,1.04,354.67,152.77,2.82,64.42,55.75165909,97.63,33.57
v76,1217,3551.4,1865.73,71.55,1059.63,0,0,1.95,0,41.85,336.73,354.02,0,0,PI_EL_PASO,6/1/2019,51,39,5.43,3.13,5.63,2.5,2.41,12.91,1028.13,380.53,0.22,7.47,13.43,11.9,32,3.13,39,22,10,0.31,23,0.48,277.05,287.1,2.73,90.65,52.5350566,61.37,50.91
v77,1218,4442.03,2632.07,1275.13,855.82,0,0,0,0,0,0,501.12,0,0,PI_EL_PASO,6/1/2019,44,40,4.32,5.3,11,5.69,2.65,17.73,1042.05,0,0.1,7.57,15.68,0,19,5.3,43,16,10,10.47,15,2.41,190.25,483.87,1.83,91.97,59.25376461,11.98,78.42
v78,1220,3194.78,1580.9,14.63,1566.27,0,0,0,0,0,0,0,0,0,PI_EL_PASO,6/1/2019,48,33,4.25,1.13,3.76,2.63,2.67,9.85,1138.47,0,0.21,3.32,11.09,0,20,1.13,29,18,5,0.24,20,0.11,204.07,180.53,2.77,88.05,49.48384552,77.23,28.03
v79,1221,4263.12,2315,196.5,1510.3,0,0,0,0,42.5,310.22,255.48,0,0,PI_EL_PASO,6/1/2019,57,50,4.98,1.64,4.85,3.2,3.17,12.61,1233.18,352.72,0.19,3.75,11.07,8.8,28,1.64,37,23,7,0.26,49,0.83,284.02,276.37,5.43,149.12,54.30295183,73.85,41.9
v80,13424,11360.7,5691.85,2756.13,2378.47,0,0,0,0,2.85,332.27,222.07,0.07,0,PI_EL_PASO,6/1/2019,55,37,6.99,2.84,5.72,2.88,3.91,15.34,2510.53,335.12,0.07,1.78,3.59,3.01,18,2.84,15,9,5,1.86,23,1.21,384.62,314.5,3.7,2455.5,50.10122616,59.9,45.61
v81,13435,2839.53,1564.77,136.72,952.65,0,0,0,0,27.87,241.33,206.2,0,0,PI_EL_PASO,6/1/2019,41,42,5.69,1.75,4.33,2.58,4.35,14.47,709.62,269.2,0.23,4.26,10.56,10.22,23,1.75,45,31,2,7.18,18,2.09,233.32,177.45,2,152.38,55.10665497,64.54,44.08
v82,15246,2453.77,1960.8,471.57,1054.9,0,0,0,0,31.57,138.22,264.55,0,0,PI_EL_PASO,6/1/2019,11,8,6.99,7.89,15.68,7.79,1.68,23.9,234.88,169.78,0.11,7.66,15.21,7.76,3,7.89,52,17,2,5.87,6,3.39,76.88,172.53,0.75,7.92,79.90968999,0,100
v15,15250,9419.13,5370.4,461.53,2669.38,0,8.77,0,1464.15,137.68,339.98,288.9,0,0,PI_EL_PASO,6/1/2019,330,177,5.62,1.66,1.88,0.22,0.79,7.92,1447.32,477.67,0.62,10.96,12.43,5.23,93,1.66,64,49,0,0,111,1.87,1853.88,621.07,13.67,112.8,57.01588151,91.46,17.42
v16,15273,5947.3,2477.53,218.25,1578.03,11.85,1.47,0,0,115.63,302.65,249.65,0,0,PI_EL_PASO,6/1/2019,272,166,5.59,1.3,1.38,0.09,0.74,7.42,1477.62,418.28,0.62,8.59,9.16,7.34,91,1.3,58,47,1,3.55,109,0.62,1520.35,376.27,11.52,84.02,41.65806332,83.84,11.92
v17,15299,8985.47,5451.07,176.17,427.4,0,68.27,0,3509.65,35.18,274.63,280.73,679.03,0,PI_EL_PASO,6/1/2019,286,186,5.8,2.09,2.36,0.26,1.27,8.99,997.08,309.82,0.68,14.65,16.49,3.86,259,2.09,72,53,3,4.44,141,1.87,1660.15,674.4,8.68,194.08,60.66538534,95.63,46.42
v18,15304,7205.78,1789.13,238.55,454.98,0,1.23,0,35.1,106.15,494.78,458.33,0,0,PI_EL_PASO,6/1/2019,448,304,5.77,0.69,0.92,0.23,1.9,7.98,1931.98,600.93,0.69,4.94,6.59,8.91,162,0.69,65,58,1,0.08,168,1.28,2583.3,412.28,18.45,470.63,24.82909553,76.67,33.48
v83,15316,3407.22,1573.15,139.25,946.92,0,0,0,0,10.67,267.33,208.98,0,0,PI_EL_PASO,6/1/2019,55,52,5.12,3.79,5.34,1.54,2.71,13.02,1128.97,278,0.21,9.27,13.03,8.69,23,3.79,39,23,9,2.48,37,1.24,281.68,293.45,2.28,127.68,46.17107202,54.66,47.21
v19,15317,8074.53,2009.73,426,421.88,0,5.72,0,0,109.4,541.7,505.03,0,0,PI_EL_PASO,6/1/2019,473,434,5.92,1.93,2.13,0.2,1.47,9.4,1707.12,651.1,0.65,12.76,14.11,8.6,437,1.93,72,56,0,0,250,1.45,2799.65,1008.78,15.22,534.03,24.8897459,91.48,24.79
v20,15318,8436.92,2143.32,132.17,809.75,0,11.23,0,0,106.52,589.18,494.47,0,0,PI_EL_PASO,6/1/2019,467,382,5.45,2.23,2.37,0.14,2.1,9.54,1892.43,695.7,0.6,14.58,15.5,8.76,432,2.23,70,53,0,0,167,0.84,2546.38,1105.27,14.62,734.9,25.4040574,93.07,24.85
v84,15319,5132.18,3159.1,114.8,2566.68,0,0,0,0,28.9,271.38,177.33,0,0,PI_EL_PASO,6/1/2019,76,53,4.34,1.59,2.04,0.45,2.5,8.12,1361.42,300.28,0.23,5.06,6.48,6.06,52,1.59,31,23,5,8.35,42,1.18,329.62,154.78,2.95,124.32,61.55473892,91.2,71.22
v21,15321,8670.07,1842.93,224.27,270.98,0.17,119.83,0,0,13.52,777.1,437.07,0,0,PI_EL_PASO,6/1/2019,521,419,6.32,1.38,1.57,0.19,2,9.5,2014.1,790.62,0.69,9.05,10.29,9.6,400,1.38,71,59,0,0,209,1.14,3293.87,819.6,15.73,683.83,21.25622977,82.54,34.24
v85,15322,3836.98,1762.88,142.65,1010.63,0,0,10.93,0,13.73,286.5,298.43,0,0,PI_EL_PASO,6/1/2019,69,53,5.79,1.61,3.05,1.44,3.08,11.21,1303.48,311.17,0.26,4.41,8.33,8.79,38,1.61,37,27,10,3.32,37,2.25,399.35,210.48,2.68,158.1,45.94446674,79.11,40.13
v86,15323,4125.9,2281.75,66.25,1670.93,0,0,0,0,4.28,269.65,270.63,0,0,PI_EL_PASO,6/1/2019,64,45,6.09,2.82,2.9,0.08,2.66,10.86,1148.75,273.93,0.3,8.28,8.5,7.11,22,2.82,38,28,1,1.22,22,0.16,390,185.77,2.92,116.72,55.30308539,78.53,36.77
v87,15325,4057.27,2224.58,129.53,1483.15,0,0,0,0,13.88,288.07,309.92,0.03,0,PI_EL_PASO,6/1/2019,55,45,4.96,2.12,5.39,3.27,2.99,12.8,1143.38,301.95,0.2,5.14,13.09,8.06,45,2.12,38,22,3,6.16,34,1.02,272.68,296.45,2,118.17,54.82947894,80.52,37.86
v88,15326,3904.53,1671.15,49.85,1088.63,0,0,0.08,0,14.08,276.55,241.95,0,0,PI_EL_PASO,6/1/2019,88,64,4.2,1.34,3.65,2.31,2.03,9.33,1412.63,290.72,0.24,4.6,12.49,7.94,64,1.34,37,22,6,1.63,34,0.82,369.7,321.48,3.98,125.58,42.80028582,82.62,21.46
v89,15330,4231.85,2522.38,276.13,1682.35,0,0,0,0,10.57,254.88,298.45,0,0,PI_EL_PASO,6/1/2019,46,44,5.32,2.55,8.97,6.42,3.56,17.7,906.98,265.45,0.18,5.21,18.34,6.75,25,2.55,47,23,15,1.46,46,1.18,244.8,412.8,2.63,142.25,59.60466463,54.74,75.3
v22,15402,8995.3,3844.4,314.57,615.65,0,71.37,0,1990.72,49.18,445,357.92,0,0,PI_EL_PASO,6/1/2019,458,273,5.32,1.25,1.33,0.09,1.85,7.76,1720.87,494.18,0.67,9.46,10.14,5.72,414,1.25,67,56,1,0.23,179,2.13,2436,611.4,14.4,368.23,42.73787422,84.45,3.48
v90,15405,4155.17,2079.33,160.88,1270.88,0,0,0,0,54.42,298.97,294.18,0,0,PI_EL_PASO,6/1/2019,61,42,3.83,3.07,10.71,7.64,2.49,16.25,1086.45,353.38,0.15,7.23,25.23,9.15,42,3.07,48,16,2,0.22,27,1.39,233.45,653.37,2.68,99.88,50.04199588,52.61,44.74
v23,15407,9655.37,7240.03,159.35,324.48,0,40.05,0,5726.97,14.97,215.58,203.95,554.68,0,PI_EL_PASO,6/1/2019,196,173,5.27,1.24,1.4,0.16,1.62,8.1,858,230.55,0.61,8.58,9.66,2.59,170,1.24,65,54,0,0,110,1.64,1033.85,274.73,5.7,243.05,74.9844905,85.69,66.98
v91,15417,4090.83,2987.05,1088.7,1230.8,0,0,0,0,0,185.5,482.05,0,0,PI_EL_PASO,6/1/2019,38,23,3.67,2.05,3.47,1.42,2.28,8.52,775.12,185.5,0.1,3.27,5.54,5.14,13,2.05,30,18,4,0.3,18,4.97,139.55,131.73,5.1,52.28,73.01818946,96.94,81.24
v24,15418,8356.33,2272.65,381.37,328.95,0,2.97,0,0.12,357.37,587.15,614.73,0,0,PI_EL_PASO,6/1/2019,436,362,5.91,2.44,2.78,0.34,1.49,9.93,1849.63,944.52,0.58,14.37,16.36,12.2,233,2.44,70,50,0,0,215,1.22,2576.62,1212.33,15.28,429.82,27.19674785,84.16,32.13
v92,15419,3940.07,1982.4,155.17,1298.95,0,0,9.42,0,35.85,271.68,211.33,0,0,PI_EL_PASO,6/1/2019,64,44,4.7,6.09,7.57,1.48,2.88,14.25,1047.85,316.95,0.21,16.05,19.94,8.5,48,6.09,46,22,4,3.83,49,0.81,300.7,484.53,2.48,122.1,50.31382691,13.97,57.31
v93,15065,8873.45,2471.58,115.85,898.7,32.52,30.48,0,0,31.02,816.52,546.5,0,0,PI_TEAM_EADDY,6/1/2019,354,175,6,2.18,2.67,0.49,0.88,9.1,3245.85,847.53,0.48,10.41,12.78,10.18,236,2.18,50,35,1,5.85,123,1.68,2122.88,945,22.48,65.65,27.85365331,92.26,33.82
v26,15066,9075.03,2345.87,170.92,500.88,23.68,0,9.5,0,247.93,838.62,554.33,0,0,PI_TEAM_EADDY,6/1/2019,384,176,4.09,3.69,4.26,0.57,1.44,9.02,3321.95,1096.05,0.33,17.74,20.48,12.86,309,3.69,51,27,1,7.42,99,1.26,1571.43,1637.27,37.6,160.92,25.84972171,68.28,48.64
v27,15068,9859.63,2603.85,195.57,793.35,35.47,0,0,0,44.23,920.25,614.98,0,0,PI_TEAM_EADDY,6/1/2019,409,160,6.06,2.35,2.87,0.51,1.17,9.39,3521.48,964.48,0.49,11.44,13.95,10.43,302,2.35,52,36,4,9.95,143,1.98,2477.98,1173.75,25.45,57.12,26.40920602,88.35,36.36
v28,15085,9202.25,2260.73,101.03,500.58,0,54.42,0,0,88.98,894.88,620.83,0,0,PI_TEAM_EADDY,6/1/2019,381,165,5.33,3.1,3.46,0.37,1.46,9.43,3421.03,983.87,0.42,14.61,16.33,11.47,349,3.1,51,33,2,3.42,101,1.5,2031.17,1319.63,25.33,144.35,24.56714391,76.21,44.9
v29,15116,8115.23,1846.67,147.2,298.98,29.87,0,0,0,86.67,788.82,495.13,0,0,PI_TEAM_EADDY,6/1/2019,433,200,4.18,1.72,2.02,0.3,0.97,6.64,3433.83,875.48,0.41,10.19,11.98,11.49,205,1.72,46,32,6,2.09,146,1.5,1808.93,873.47,27.5,124.83,22.7556089,83.33,46.87
v30,15259,8626.6,2168.53,225.55,433.2,27.45,29.67,39.93,0,54.12,821.13,529.27,8.22,0,PI_TEAM_EADDY,6/1/2019,345,213,5.66,2.35,3.05,0.7,1.29,9.5,3274.53,915.18,0.43,10.63,13.8,11.31,331,2.35,50,34,4,10.46,137,1.78,1951.4,1052.52,28.25,151.37,25.13771358,87.61,40.59
v31,15293,8236.08,1897,99.52,265.17,0,0,0,0,155.1,797.1,580.12,0,0,PI_TEAM_EADDY,6/1/2019,395,107,4.32,3.03,3.36,0.33,1.7,8.13,3116.9,952.2,0.38,16.17,17.94,12.44,363,3.03,51,30,0,0,132,1.62,1705.4,1326.15,25.18,165.45,23.03280201,82.13,46.49
v32,15377,9044.87,2791.32,160.58,834.93,0,32.83,0,0,292.1,926.48,544.38,0,0,PI_TEAM_EADDY,6/1/2019,309,205,6.41,3.26,3.75,0.5,1.88,11.41,2809.2,1218.58,0.43,13.13,15.13,14.34,254,3.26,56,38,2,3.84,108,1.8,1981.92,1159.6,19.93,282.9,30.86080839,64.68,44.59
v33,15463,8782.2,2407.72,98.08,513.52,33.68,0,13.65,0.05,266.9,811.65,670.18,0,0,PI_TEAM_EADDY,6/1/2019,393,166,4.13,3.35,3.92,0.58,0.87,8.42,3096.72,1092.2,0.36,17.39,20.39,13.46,352,3.35,52,28,3,2.01,99,0.87,1624.05,1542.5,24.8,86.42,27.41590945,75.8,45
v34,15526,8108.1,2165.93,229.73,344.15,0,0,0,0,232.45,736.22,592.47,30.92,0,PI_TEAM_EADDY,6/1/2019,296,118,6.66,2.87,3.86,0.99,0.91,10.88,2775,968.67,0.46,11.88,16,12.94,72,2.87,54,35,1,2.23,103,1.73,1971.9,1142.4,18.2,34.67,26.71316338,73.36,44.77
v35,4113,8981.32,2056.02,322.88,330.12,40.48,21.63,0,0,0,745.52,595.38,0,0,PI_TEAM_LINDSAY,6/1/2019,468,191,5.79,3.22,3.73,0.52,2.15,10.4,2122.67,745.52,0.56,18.8,21.81,8.89,346,3.22,70,45,1,4.45,104,2.1,2709.7,1747.8,59.12,286.02,22.89218066,74.21,34.27
v36,15016,9412.97,2032.33,216.65,304.77,0.38,37.93,0.85,0.22,157.22,745.6,568.72,0,0,PI_TEAM_LINDSAY,6/1/2019,468,278,8.22,2.17,2.59,0.42,0.55,11.14,2268.13,903.67,0.75,11.91,14.21,10.22,207,2.17,70,54,2,3.04,202,1.12,3845.32,1213.3,18.48,35.4,21.59074129,84.05,34.95
v37,15023,7332.75,2085.73,141.13,374.43,23.25,25.63,0,0,353.32,692.88,441.63,33.45,0,PI_TEAM_LINDSAY,6/1/2019,461,277,5.8,2.02,2.41,0.39,1.15,8.89,1258.48,1046.2,0.69,14.4,17.19,15.26,366,2.02,77,56,0,0,162,1.01,2671.82,1110.37,14.28,192.07,28.44403532,89.87,31.34
v38,15073,8381.18,2491.25,177.4,643.48,42.85,107.92,0,0,218.72,793.75,507.13,0,0,PI_TEAM_LINDSAY,6/1/2019,527,344,4.93,2.73,3.16,0.43,0.65,8.52,1427.92,1012.47,0.6,19.98,23.15,12.86,459,2.73,76,48,0,0,202,1.05,2600.32,1663.95,29.07,168.68,29.72433476,85.21,27.42
v39,15087,8716.32,2936.95,398.12,793.07,42.4,103.27,0.03,3.02,61.35,997.47,538.23,0,0,PI_TEAM_LINDSAY,6/1/2019,446,358,6.52,2.72,3.29,0.57,1.53,11.04,1013.68,1058.85,0.66,16.55,20.01,12.95,353,2.72,83,58,2,2.93,178,1.53,2906.63,1468.38,13.28,377.38,33.69483911,75.03,23.3
v40,15127,5902.88,1599.72,153.77,397.45,0,0,0,0,129.32,559.97,359.22,0,0,PI_TEAM_LINDSAY,6/1/2019,310,192,6.35,2.75,3.24,0.49,1.1,10.27,1124.22,689.28,0.64,16.56,19.52,12.43,288,2.75,74,51,0,0,98,0.83,1969.37,1004.53,8.6,196.45,27.1006695,77.88,32.98
v41,15223,9709.93,2167.28,166.72,401.18,0,57.45,75.1,0,73.03,734.32,659.48,0,0,PI_TEAM_LINDSAY,6/1/2019,627,301,6.71,2.85,3.05,0.21,1.42,10.44,1073.1,882.45,0.81,20.63,22.14,9.75,568,2.85,86,61,1,2.95,170,1.78,4204.37,1914.98,13.07,337.13,22.3202433,79.78,27.55
v42,15237,6950.45,1258.15,138.92,475.4,32.48,20.1,7.32,0,12.1,0,571.83,0,0,PI_TEAM_LINDSAY,6/1/2019,627,233,4.23,2.11,2.17,0.06,1.23,6.86,1481.53,19.42,0.75,22.54,23.23,0.3,376,2.11,74,51,1,25.27,123,1.17,2649.47,1363.67,14.77,182.87,18.10170564,94.1,14.91
v44,15298,9933.3,2469.28,170.2,603.45,0,18.4,0,0,169.97,905.07,602.2,0,0,PI_TEAM_LINDSAY,6/1/2019,519,341,6.87,3.11,3.85,0.74,1.37,11.62,1585.92,1075.03,0.68,18.47,22.88,11.52,318,3.11,79,53,1,7.4,223,1.74,3565.58,1997.18,15.5,299.83,24.85860691,67.08,35.25
v45,15524,6197.03,1562.72,119.48,496.53,0,0,0,0,13.93,555.38,377.38,0,0,PI_TEAM_LINDSAY,6/1/2019,332,215,7.16,2.64,3.07,0.42,1.46,11.17,970.58,569.32,0.74,16.5,19.13,9.78,318,2.64,79,58,0,0,111,0.87,2377.82,1018.25,9.2,258.47,25.21724116,80.05,27.29
v46,15529,9703.1,2395.33,138.47,433.68,38.52,19.98,6.98,0,223.08,879.83,654.78,0,0,PI_TEAM_LINDSAY,6/1/2019,619,406,4.72,3.16,3.66,0.5,0.81,8.91,1846.35,1109.9,0.57,22.78,26.42,12.27,539,3.16,75,44,1,0,249,0.55,2919.32,2266.05,20.35,255.7,24.6862343,77.14,35.26
v47,10798,8577,2176.72,186.47,448.73,0,89.47,0,0,115.38,797.9,538.77,0,0,PI_TEAM_ONLEY,6/1/2019,570,399,5.51,2.62,2.73,0.12,0.93,8.9,1458.63,913.28,0.69,19.64,20.51,11.36,542,2.62,78,54,0,0,235,1.13,3141.4,1556.78,18.48,224.98,25.3785706,85.86,28.54
v48,15048,9552.4,2494.87,223.18,623.57,65.13,36.8,0,0,6.25,907.22,632.72,0,0,PI_TEAM_ONLEY,6/1/2019,514,253,5.22,2.71,3.05,0.34,2.38,9.44,2346.78,913.47,0.54,16.92,19.04,10.24,442,2.71,67,46,2,4.37,158,1.85,2685.05,1567.45,13.65,444.6,26.11772958,82.63,31.58
v49,15051,8900.83,2120.9,166.18,367.45,0,112.02,0,0,78.65,843.57,553.03,0,0,PI_TEAM_ONLEY,6/1/2019,540,393,5.82,2.05,2.64,0.59,1.17,9.31,1870.62,922.22,0.66,13.86,17.87,11.05,295,2.05,73,52,0,0,266,2.05,3140.28,1425.83,17.25,325.95,23.82811491,90.02,30.59
v50,15056,5813.38,1575.78,63.55,308.72,0,46.32,0,0,238.9,570.43,347.87,0,0,PI_TEAM_ONLEY,6/1/2019,364,279,4.72,2.31,2.61,0.3,1.31,8.33,1260.82,809.33,0.56,16.3,18.42,14.81,301,2.31,71,49,1,0.07,151,1,1717.55,949.63,11.9,297.7,27.10608974,91.85,34.06
v51,15075,5971.82,1487.7,116.3,278.47,47.12,2.88,0,0,125.47,555.75,361.72,0,0,PI_TEAM_ONLEY,6/1/2019,331,235,5.09,3.21,3.54,0.34,1.69,9.83,1241.63,681.22,0.53,20.09,22.19,12.14,237,3.21,72,46,0,0,94,0.85,1686.25,1172.58,10.18,373.47,24.91200338,72.65,37.59
v52,15082,8159.47,3605.05,38.88,2247.82,31.53,15.87,0,0,109.18,736.2,425.57,0,0,PI_TEAM_ONLEY,6/1/2019,395,261,4.21,2.2,2.6,0.4,0.42,7.08,1762.7,845.38,0.51,15.9,18.82,10.93,331,2.2,61,39,0,0,126,0.16,1661.6,1026.82,14.72,88.58,44.182404,91.21,29.39
v53,15104,8140.92,2200.5,391.97,323.18,38.23,45.43,0,0,161.58,752.58,487.52,0,0,PI_TEAM_ONLEY,6/1/2019,519,354,6.47,1.32,1.73,0.42,0.71,8.68,1555.22,914.17,0.77,9.38,12.34,11.94,483,1.32,74,59,2,13.54,247,1.49,3355.68,899.48,15.72,114.32,27.03011453,80.98,31.12
v54,15115,7320.97,3104,91.63,1788.25,0,214.47,0,0,82.22,544.13,383.3,0,0,PI_TEAM_ONLEY,6/1/2019,471,286,4.53,1.72,2.04,0.32,0.21,6.7,1068.2,626.35,0.69,15.73,18.67,9.03,226,1.72,75,52,2,4.3,170,0.79,2134.33,961.63,13.75,39.05,42.39875317,87.4,5.46
v55,15131,662.85,662.85,662.85,0,0,0,0,0,0,0,0,0,0,PI_TEAM_ONLEY,6/1/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.82,0,0,0,0,100,0,0
v56,15198,9234.27,2453,169.13,496.53,41.57,147.3,0,0,248.62,823.53,526.32,0,0,PI_TEAM_ONLEY,6/1/2019,502,360,5.95,2.92,4.34,1.43,1.03,11.04,1288.48,1072.15,0.61,17.94,26.7,12.31,456,2.92,81,49,1,1.97,211,0.51,2988,2180.98,15.47,308.33,26.56409223,72.14,32.18
v57,15297,8493.2,2419.17,257.3,562.1,0,157.27,0,0,151.27,750.73,540.5,0,0,PI_TEAM_ONLEY,6/1/2019,525,385,5.28,2.59,3.11,0.52,1.17,9.25,1292.58,902,0.63,18.4,22.06,11.34,371,2.59,79,53,10,3.04,271,1.33,2772.22,1630.67,51.3,327.27,28.48361042,84.9,24.81
v58,15301,9551.4,2328.92,186.8,350.43,26.62,0,0,0,283.58,871.57,609.92,0,0,PI_TEAM_ONLEY,6/1/2019,684,292,4.73,2.09,2.25,0.16,1.74,7.73,2126.3,1155.15,0.63,16.71,18,12.92,147,2.09,71,50,2,1.46,155,1.72,3238.42,1541.53,12.73,303.5,24.38302238,93.05,33.29
v59,15514,5621.02,1511.97,72.15,462.17,5.7,0,0,0,141.68,468.95,361.32,0,0,PI_TEAM_ONLEY,6/1/2019,100,58,5.47,1.95,4.17,2.22,1.64,10.59,3083.38,610.63,0.19,4.06,8.7,11.61,68,1.95,25,15,4,0.38,57,2.36,546.97,417.05,3.72,57.93,26.89849885,83.05,51.75
v60,15515,9294.95,3938.5,80.57,2501.18,41.3,0,0,0,10.4,853.15,451.9,0,0,PI_TEAM_ONLEY,6/1/2019,395,210,7.25,2.59,2.77,0.18,0.8,10.45,1288.38,863.55,0.76,16.23,17.37,9.77,111,2.59,76,56,0,0,131,1.1,2865.43,1094.52,11.42,96.7,42.37247107,83.77,7.62
v61,15540,9358.48,2178.72,155.27,526.22,46.42,4.53,0,0,155.32,733.95,557.02,0,0,PI_TEAM_ONLEY,6/1/2019,591,466,5.17,2.58,3.08,0.5,1.58,9.5,1706.75,889.27,0.62,18.52,22.14,10.1,509,2.58,77,52,1,2.92,247,1.05,3056.17,1821.97,18.22,576.67,23.2807037,84.45,29.54
v62,4121,9896.32,2129.15,219.85,334,74.95,0,0,0,0,879.03,621.32,0,0,PI_TEAM_SMITH,6/1/2019,618,326,7.26,1.65,1.75,0.1,0.99,9.54,1885.77,879.03,0.84,11.54,12.22,9.48,171,1.65,76,62,0,0,184,0.95,4491.27,1083.5,56.28,250.35,21.51456299,86.56,30.16
v63,15038,7428.72,1625.85,159.82,304.72,11.23,0.07,0,0,4.38,688.77,456.87,0,0,PI_TEAM_SMITH,6/1/2019,487,314,6.21,1.53,1.7,0.17,1.04,8.58,1673.25,693.15,0.76,11.21,12.42,9.94,196,1.53,71,57,2,1.52,168,0.69,3026.1,826.68,14.9,261.93,21.88600459,88.63,32.12
v64,15041,8317,2010.18,296.08,282.52,27.88,15.28,0,0,23.1,782.97,582.35,0,0,PI_TEAM_SMITH,6/1/2019,475,328,5.86,1.78,2.31,0.54,1.17,8.98,2201.97,806.07,0.62,11.37,14.81,10.42,267,1.78,66,49,0,0,195,1.28,2781.88,1099.43,20.97,202.57,24.16953228,87.4,33.01
